"idauniq","Paternal_Occ_Intermediate","Paternal_Occ_High","Self_Occ_Intermediate","Self_Occ_High","Education_Intermediate","Education_Degree","Wealth_Second_Tertile","Wealth_Third_Tertile","Age","Sex"
107926,1,0,0,0,0,0,0,0,57,2
107929,0,0,0,1,1,0,0,0,51,2
107930,0,0,0,0,1,0,1,0,62,1
107935,1,0,0,0,0,0,0,0,74,1
107943,0,0,0,1,1,0,0,1,56,2
107945,0,1,0,0,0,0,1,0,78,2
107946,1,0,1,0,1,0,0,1,69,2
107947,1,0,0,1,1,0,1,0,73,2
107948,1,0,1,0,0,0,0,1,74,2
107950,0,1,1,0,1,0,0,1,69,1
107952,1,0,0,1,1,0,1,0,58,2
107953,0,1,0,1,1,0,1,0,75,1
107964,0,0,0,0,1,0,0,1,64,1
107978,0,1,0,1,1,0,0,1,61,2
107981,0,0,0,0,0,0,0,0,80,1
107986,0,0,0,0,1,0,1,0,66,1
107987,0,0,0,0,1,0,-99,-99,57,2
107990,0,0,0,0,1,0,0,0,61,2
107996,0,1,-99,-99,0,0,0,0,99,2
108002,0,1,0,1,0,1,0,1,57,1
108010,0,0,0,0,1,0,1,0,69,1
108018,0,0,0,0,1,0,1,0,67,2
108023,1,0,0,1,1,0,1,0,58,2
108031,1,0,0,1,1,0,1,0,56,1
108034,0,0,0,1,0,1,0,1,58,1
108037,0,0,1,0,1,0,1,0,64,2
108038,0,1,0,0,1,0,0,1,63,1
108042,0,0,0,1,1,0,1,0,70,1
108047,1,0,0,1,1,0,0,1,59,2
108048,1,0,0,1,0,1,0,1,65,2
108050,0,0,0,0,0,0,0,0,71,2
108055,0,0,0,0,1,0,0,0,74,2
108056,0,1,1,0,1,0,1,0,72,2
108057,0,1,0,0,0,0,-99,-99,61,2
108061,0,0,0,0,1,0,0,0,63,2
108071,1,0,0,1,1,0,1,0,75,1
108072,0,1,0,0,1,0,0,1,62,1
108075,0,0,0,1,0,1,0,0,63,2
108076,1,0,0,0,0,0,0,0,57,2
108083,1,0,0,1,1,0,0,0,65,2
108087,0,0,0,0,1,0,0,0,63,1
108089,0,0,1,0,1,0,0,1,56,1
108093,0,0,0,1,1,0,0,0,79,1
108097,0,1,0,1,1,0,0,0,75,1
108098,0,0,0,0,1,0,0,0,62,1
108109,0,0,1,0,0,0,1,0,72,1
108111,0,1,0,0,1,0,0,1,68,2
108125,0,1,0,1,0,1,0,1,65,1
108126,0,0,0,0,1,0,0,0,66,2
108134,0,1,0,1,1,0,0,0,65,2
108136,0,0,1,0,1,0,1,0,59,2
108139,0,1,0,1,1,0,0,1,57,2
108153,0,1,0,0,0,0,0,1,73,2
108154,1,0,0,0,1,0,0,0,62,1
108167,0,1,1,0,0,0,0,0,67,1
108170,0,1,0,1,1,0,0,1,64,2
108171,0,0,1,0,1,0,0,0,56,2
108174,1,0,0,1,0,1,0,1,63,1
108183,1,0,0,0,0,0,1,0,61,2
108188,1,0,0,1,0,1,0,1,71,1
108191,1,0,1,0,1,0,0,1,72,2
108192,1,0,0,1,0,0,1,0,69,1
108194,0,1,0,0,1,0,0,0,63,2
108195,0,0,0,1,1,0,1,0,65,1
108200,1,0,0,1,0,1,1,0,65,1
108202,0,0,0,0,1,0,1,0,75,1
108206,0,1,0,1,0,1,0,1,62,2
108208,0,0,0,1,1,0,0,1,58,2
108217,0,1,1,0,1,0,1,0,80,2
108224,0,0,0,0,0,0,0,0,75,2
108232,1,0,0,0,1,0,0,0,71,1
108236,0,1,0,1,1,0,0,1,69,2
108244,1,0,1,0,1,0,0,0,57,1
108246,0,1,1,0,0,1,1,0,61,1
108253,1,0,0,0,1,0,0,0,59,2
108259,1,0,0,1,1,0,0,1,76,1
108260,0,1,0,0,1,0,1,0,55,1
108263,0,0,0,1,1,0,0,0,58,1
108270,1,0,0,0,0,0,1,0,69,2
108275,0,1,0,1,0,1,0,1,56,1
108276,0,1,0,1,1,0,0,1,61,2
108277,0,0,0,1,0,1,0,1,78,2
108281,0,0,0,1,0,1,0,1,70,2
108283,1,0,0,0,1,0,0,0,65,1
108286,1,0,0,0,1,0,0,0,78,2
108290,0,0,1,0,1,0,1,0,78,2
108291,0,1,1,0,1,0,0,1,71,2
108296,1,0,0,1,1,0,0,1,62,1
108297,0,1,0,1,1,0,0,1,57,2
108303,0,1,0,0,1,0,1,0,59,1
108306,0,1,1,0,1,0,0,1,71,2
108311,0,1,0,0,1,0,1,0,65,2
108321,0,0,0,0,0,0,0,0,74,2
108324,0,1,0,0,1,0,0,0,64,2
108326,-99,-99,0,1,1,0,1,0,66,2
108337,1,0,0,0,0,0,0,0,82,2
108340,0,1,1,0,0,1,0,1,60,1
108348,0,0,0,1,0,0,1,0,77,1
108357,0,0,0,0,0,0,0,1,70,2
108359,1,0,1,0,1,0,0,1,65,2
108362,0,0,0,1,1,0,0,1,75,2
108364,0,0,0,0,1,0,0,0,84,1
108365,-99,-99,0,0,1,0,1,0,64,2
108367,1,0,0,0,0,0,0,0,70,2
108372,0,1,1,0,1,0,0,1,65,1
108375,0,1,0,1,0,1,0,1,59,2
108380,1,0,1,0,1,0,-99,-99,64,2
108382,1,0,1,0,1,0,1,0,70,1
108392,0,0,0,0,1,0,0,1,58,2
108393,0,1,0,1,0,1,1,0,67,1
108397,1,0,0,1,0,1,1,0,60,1
108398,0,1,0,1,0,1,0,1,64,1
108402,0,1,0,1,1,0,0,1,71,1
108404,0,1,1,0,1,0,0,0,72,2
108409,1,0,0,0,1,0,1,0,65,2
108414,1,0,0,1,1,0,1,0,57,1
108416,0,1,0,1,0,1,0,1,80,1
108421,0,1,0,1,1,0,1,0,64,1
108423,1,0,1,0,1,0,0,0,58,2
108425,0,1,1,0,1,0,0,0,59,2
108428,1,0,0,0,1,0,1,0,67,1
108434,0,1,0,1,0,1,1,0,46,2
108436,0,0,0,0,1,0,-99,-99,59,2
108439,0,1,0,1,0,1,0,1,69,1
108446,0,1,0,1,1,0,1,0,72,2
108451,0,0,0,0,0,0,0,0,71,2
108453,1,0,0,1,0,1,0,1,66,2
108455,1,0,0,0,1,0,0,0,64,2
108461,0,1,0,1,0,0,0,1,58,1
108466,0,1,0,1,1,0,1,0,74,2
108473,1,0,0,1,1,0,1,0,73,1
108474,0,1,0,0,0,0,0,1,60,2
108481,0,1,0,1,1,0,1,0,59,1
108484,1,0,1,0,1,0,1,0,58,2
108488,0,1,0,0,0,1,-99,-99,61,2
108493,0,1,0,0,0,0,1,0,78,2
108498,0,1,0,1,1,0,1,0,84,1
108501,0,1,0,0,1,0,1,0,79,1
108502,0,1,0,1,0,1,0,1,62,2
108506,0,0,0,1,1,0,1,0,60,1
108512,1,0,1,0,0,1,0,0,67,2
108517,0,0,1,0,1,0,1,0,65,2
108519,0,1,1,0,0,0,1,0,55,2
108522,0,0,1,0,0,0,0,1,60,2
108523,0,1,1,0,0,0,1,0,80,2
108527,0,1,1,0,1,0,1,0,64,2
108533,0,1,0,0,0,1,0,1,58,2
108534,0,1,0,0,1,0,1,0,60,2
108535,0,1,0,0,1,0,1,0,53,2
108540,0,1,0,0,1,0,1,0,50,2
108541,0,1,0,1,0,1,1,0,73,1
108544,0,0,0,1,0,1,0,1,55,2
108546,0,0,0,0,0,0,1,0,73,2
108552,0,0,0,0,1,0,0,0,51,2
108555,0,0,0,0,1,0,0,1,59,2
108559,0,1,1,0,0,1,0,1,57,1
108560,0,0,0,1,1,0,0,0,59,1
108562,1,0,0,1,0,1,0,1,61,1
108570,1,0,0,1,1,0,0,0,61,1
108571,0,0,0,0,1,0,0,1,61,2
108574,0,1,0,1,0,1,0,1,84,2
108576,0,0,0,1,1,0,0,1,77,2
108577,0,0,0,0,0,0,1,0,66,2
108580,0,1,0,1,0,1,1,0,68,1
108584,0,1,1,0,1,0,1,0,71,1
108586,0,1,1,0,1,0,1,0,56,1
108588,1,0,0,1,0,1,0,1,62,1
108592,0,1,-99,-99,1,0,0,0,64,1
108593,0,0,0,0,1,0,1,0,65,1
108600,0,0,0,1,1,0,0,0,57,2
108602,0,0,0,0,1,0,0,0,64,2
108609,0,1,1,0,1,0,0,1,61,2
108610,0,0,0,0,0,0,-99,-99,71,2
108618,1,0,1,0,1,0,1,0,71,1
108619,1,0,0,0,1,0,1,0,60,1
108622,0,1,0,0,1,0,0,0,60,1
108623,0,1,0,0,1,0,1,0,61,1
108625,0,1,0,1,1,0,1,0,57,1
108626,0,0,0,0,0,0,0,1,60,2
108630,0,0,0,1,0,1,1,0,49,2
108631,0,0,0,1,1,0,0,1,58,1
108634,1,0,0,0,1,0,1,0,80,2
108636,-99,-99,0,1,1,0,1,0,75,2
108640,0,1,1,0,1,0,1,0,60,2
108649,0,0,1,0,1,0,1,0,60,2
108653,0,1,0,1,0,1,1,0,59,2
108654,1,0,0,0,0,0,1,0,57,1
108655,1,0,1,0,0,0,-99,-99,73,2
108656,0,0,0,1,1,0,0,0,80,1
108657,0,1,0,1,0,1,0,1,56,1
108660,0,1,0,1,1,0,0,1,61,1
108664,0,0,0,0,1,0,-99,-99,49,2
108665,0,0,0,0,0,0,1,0,57,2
108668,1,0,0,0,0,0,0,0,79,2
108669,0,1,0,1,1,0,0,1,67,2
108670,1,0,0,0,0,0,0,0,71,2
108671,1,0,0,1,0,1,1,0,66,1
108673,0,0,0,0,0,0,0,0,67,1
108674,0,1,0,0,1,0,0,0,70,2
108677,0,1,0,0,1,0,1,0,63,1
108679,0,1,0,1,1,0,0,1,61,1
108681,0,1,0,0,1,0,-99,-99,64,2
108688,1,0,0,1,1,0,0,0,66,1
108689,1,0,0,1,1,0,1,0,68,1
108690,0,1,0,1,0,1,0,1,73,2
108691,0,1,0,0,1,0,1,0,61,2
108692,0,0,0,0,1,0,1,0,66,2
108693,0,0,0,1,0,1,0,1,80,2
108696,0,1,0,1,0,1,0,1,80,1
108698,1,0,0,1,0,1,0,1,58,2
108703,0,0,0,0,1,0,1,0,66,2
108704,1,0,0,0,1,0,1,0,67,1
108707,1,0,0,0,0,1,0,0,57,2
108712,1,0,0,1,0,1,1,0,73,2
108715,0,1,0,1,1,0,1,0,69,2
108716,-99,-99,0,0,1,0,0,1,56,2
108719,0,1,0,0,1,0,0,1,68,1
108720,1,0,0,0,1,0,0,1,59,1
108721,0,1,0,1,0,1,0,1,59,1
108722,0,1,0,1,1,0,1,0,64,1
108724,0,0,1,0,0,0,0,0,59,1
108725,0,0,0,0,0,0,0,0,62,2
108728,0,0,0,0,0,0,0,1,65,2
108733,0,1,0,0,1,0,1,0,59,2
108735,0,0,1,0,1,0,1,0,68,2
108736,0,1,1,0,1,0,1,0,62,2
108743,0,1,0,0,1,0,1,0,59,1
108744,0,0,0,0,0,0,0,0,75,2
108747,1,0,0,1,0,1,0,1,63,1
108749,0,0,0,0,0,0,0,0,72,2
108750,1,0,1,0,0,0,1,0,59,2
108754,0,1,1,0,1,0,1,0,71,2
108755,1,0,0,0,0,0,0,0,62,1
108760,1,0,1,0,1,0,0,1,71,1
108765,-99,-99,0,0,1,0,1,0,61,1
108769,0,1,0,1,0,1,0,1,61,1
108770,0,0,0,1,0,0,0,1,74,1
108772,1,0,0,0,1,0,1,0,44,1
108778,0,0,1,0,0,1,0,1,55,2
108779,0,1,1,0,1,0,0,1,63,1
108783,0,1,0,0,0,1,0,1,71,1
108785,0,1,0,0,0,0,1,0,73,1
108786,0,1,1,0,0,0,0,1,66,2
108789,1,0,0,1,0,1,0,1,73,2
108792,1,0,1,0,1,0,0,1,55,2
108794,0,0,0,0,0,0,1,0,75,2
108796,0,1,1,0,0,0,1,0,71,1
108798,1,0,0,0,0,0,0,0,59,2
108807,0,1,1,0,0,1,0,1,65,1
108815,0,1,0,0,1,0,0,1,72,2
108821,0,0,0,0,1,0,0,1,71,1
108824,0,0,1,0,1,0,-99,-99,58,2
108825,1,0,0,0,1,0,1,0,69,1
108828,0,0,0,0,0,0,0,0,77,2
108831,0,1,0,0,0,0,0,0,67,2
108834,1,0,1,0,1,0,1,0,64,2
108835,0,1,0,1,1,0,0,1,68,2
108837,1,0,1,0,1,0,0,1,65,1
108843,0,1,0,0,1,0,1,0,76,1
108850,1,0,1,0,0,1,1,0,63,2
108854,-99,-99,0,0,0,0,0,1,66,2
109677,0,0,0,0,0,0,0,0,56,1
109692,0,0,-99,-99,-99,-99,1,0,61,1
110039,-99,-99,-99,-99,0,0,0,1,57,1
110169,0,0,-99,-99,-99,-99,1,0,62,2
110394,1,0,-99,-99,1,0,1,0,58,1
110607,0,1,-99,-99,-99,-99,0,1,60,1
110636,1,0,0,0,-99,-99,0,1,70,2
110676,1,0,-99,-99,1,0,0,1,57,1
110680,0,0,0,1,1,0,0,1,59,2
110842,-99,-99,0,1,1,0,0,0,61,2
110845,0,1,0,1,0,1,0,1,55,1
110851,0,1,0,1,1,0,-99,-99,62,2
110854,1,0,1,0,1,0,1,0,75,2
110856,0,0,0,0,0,0,0,0,58,2
110860,0,0,0,0,0,0,0,0,79,2
110862,1,0,-99,-99,1,0,1,0,75,2
110875,0,1,0,0,0,0,0,0,75,2
110883,0,1,1,0,1,0,0,1,68,2
110888,1,0,0,0,0,0,-99,-99,61,1
110890,0,1,0,1,1,0,0,1,67,2
110891,0,0,0,0,0,0,-99,-99,74,2
110898,0,1,0,1,1,0,0,1,73,2
110901,0,1,0,1,0,1,0,1,61,1
110906,0,0,0,1,1,0,0,0,74,2
110909,1,0,0,0,0,0,0,0,71,2
110912,1,0,1,0,1,0,1,0,64,2
110916,0,1,0,0,1,0,0,0,75,1
110917,0,1,1,0,1,0,1,0,67,2
110919,1,0,0,0,0,0,0,0,82,2
110927,0,1,0,0,1,0,1,0,60,1
110929,1,0,0,1,1,0,1,0,70,1
110933,0,1,0,1,1,0,0,1,57,2
110939,-99,-99,0,0,1,0,0,0,63,2
110940,0,1,0,1,0,0,1,0,78,2
110944,0,1,0,1,0,1,0,1,61,2
110945,0,1,0,1,0,1,0,1,73,2
110948,0,0,0,0,0,0,0,0,72,1
110954,-99,-99,0,0,1,0,0,0,79,2
110963,0,1,0,1,1,0,0,1,58,1
110966,0,1,1,0,1,0,1,0,60,2
110970,0,1,0,1,0,1,0,1,66,1
110977,1,0,0,1,1,0,1,0,60,1
110981,0,0,0,1,1,0,0,1,64,2
110986,0,0,0,0,0,0,0,0,59,1
110988,0,1,0,1,1,0,0,1,59,2
110989,1,0,1,0,1,0,0,1,60,2
110990,0,1,0,0,1,0,1,0,58,2
110993,0,1,0,1,0,1,0,1,58,1
111002,1,0,1,0,1,0,1,0,60,2
111003,0,1,0,1,1,0,0,0,60,2
111014,0,0,0,0,1,0,0,1,71,2
111015,1,0,0,1,0,1,0,1,61,1
111029,0,1,0,1,1,0,0,1,57,2
111035,1,0,0,0,1,0,0,0,66,1
111042,0,1,0,1,0,1,0,1,67,1
111044,1,0,0,1,0,1,0,1,60,2
111046,0,1,0,0,1,0,1,0,68,2
111048,1,0,0,0,0,0,0,1,58,2
111051,1,0,0,1,1,0,0,0,62,1
111053,1,0,0,0,1,0,1,0,64,2
111054,0,0,1,0,0,0,0,1,72,1
111059,0,0,1,0,0,0,1,0,71,2
111062,1,0,0,1,1,0,1,0,68,2
111066,0,0,0,0,1,0,1,0,68,1
111069,0,1,1,0,1,0,1,0,73,2
111070,0,1,0,1,0,1,0,1,52,2
111075,0,1,1,0,1,0,0,1,56,2
111080,1,0,1,0,1,0,0,0,65,2
111100,1,0,0,1,0,1,0,1,59,2
111102,0,0,0,0,0,1,0,0,60,1
111111,0,0,0,0,1,0,0,0,79,1
111119,0,0,1,0,1,0,0,0,67,1
111124,0,1,1,0,1,0,0,1,77,1
111126,0,0,0,0,1,0,-99,-99,60,2
111128,1,0,0,0,1,0,0,0,66,1
111129,1,0,0,0,1,0,1,0,60,2
111138,0,1,0,1,0,1,0,1,61,1
111140,1,0,0,0,1,0,1,0,72,1
111145,0,1,0,0,1,0,1,0,63,1
111147,1,0,0,0,1,0,0,1,58,2
111148,1,0,0,1,1,0,0,1,66,1
111150,1,0,0,1,1,0,1,0,70,1
111155,0,0,-99,-99,0,0,0,1,71,1
111168,1,0,0,0,1,0,0,0,57,2
111174,1,0,0,0,1,0,1,0,57,1
111176,0,0,1,0,1,0,0,1,58,1
111185,1,0,0,1,0,1,0,1,60,1
111189,1,0,0,0,1,0,0,0,60,2
111191,1,0,0,0,1,0,0,0,79,1
111192,0,0,0,0,1,0,0,0,53,2
111193,0,0,0,0,0,0,0,0,77,2
111202,1,0,1,0,0,0,0,0,81,2
111204,0,1,0,0,1,0,1,0,79,2
111212,0,1,0,1,1,0,0,1,60,1
111219,1,0,1,0,0,0,0,0,76,2
111221,1,0,1,0,1,0,1,0,69,2
111223,0,0,-99,-99,0,0,1,0,83,2
111224,0,1,0,0,1,0,1,0,61,1
111228,0,0,1,0,1,0,0,1,61,2
111229,1,0,0,0,1,0,0,0,58,1
111236,0,0,0,0,1,0,1,0,67,2
111238,1,0,0,0,1,0,0,0,58,1
111239,0,1,0,0,0,0,1,0,78,2
111240,1,0,0,1,0,1,0,1,58,2
111243,-99,-99,0,1,1,0,1,0,61,2
111244,0,1,1,0,0,1,0,1,53,1
111251,0,1,0,1,0,1,0,1,73,1
111257,0,1,1,0,0,1,0,1,73,1
111259,0,1,1,0,1,0,0,1,81,2
111260,0,0,0,0,0,0,0,1,76,1
111264,0,1,1,0,1,0,1,0,78,2
111271,0,1,0,0,0,1,1,0,60,1
111275,1,0,1,0,1,0,0,1,73,1
111288,0,1,1,0,0,1,0,1,60,2
111292,0,1,1,0,1,0,0,1,60,1
111293,1,0,0,0,0,0,1,0,71,1
111300,1,0,1,0,0,0,1,0,74,2
111302,1,0,0,0,1,0,0,0,51,2
111305,0,0,0,0,0,0,0,0,67,2
111306,0,1,0,1,0,0,1,0,76,1
111308,0,1,0,1,0,1,0,1,61,2
111309,0,1,1,0,1,0,0,1,61,2
111310,1,0,0,1,1,0,0,1,58,1
111317,1,0,0,1,1,0,1,0,72,2
111320,0,1,0,1,0,1,0,1,58,1
111321,0,1,0,1,1,0,0,1,65,2
111330,0,0,1,0,1,0,0,0,64,2
111331,0,1,-99,-99,0,0,1,0,63,2
111333,0,0,0,0,0,0,0,0,68,2
111335,0,1,0,1,0,1,1,0,58,1
111339,0,1,1,0,1,0,1,0,78,2
111344,0,1,0,1,0,1,1,0,73,2
111346,1,0,0,0,0,0,0,0,69,1
111347,-99,-99,0,1,1,0,0,0,60,2
111348,0,0,0,0,0,0,0,0,56,2
111349,1,0,0,1,0,0,1,0,72,1
111351,0,0,0,0,0,0,0,0,53,2
111357,0,1,0,0,1,0,0,1,59,2
111363,0,1,0,1,0,1,0,1,58,2
111365,0,0,0,1,0,1,0,1,58,1
111367,1,0,0,1,1,0,0,1,64,2
111370,0,0,1,0,1,0,0,1,55,2
111380,0,1,1,0,0,1,0,1,60,1
111384,0,1,0,1,0,1,0,1,56,2
111385,0,1,1,0,1,0,0,0,82,1
111386,0,0,0,0,0,0,0,0,67,1
111391,0,0,0,0,0,0,0,0,62,1
111395,0,1,1,0,1,0,0,1,57,2
111396,0,0,0,0,0,0,0,0,67,2
111398,0,0,0,1,1,0,1,0,78,2
111399,0,0,1,0,1,0,0,1,72,2
111400,0,1,0,1,0,1,0,1,62,2
111410,0,1,0,1,0,1,0,1,84,1
111411,1,0,0,0,1,0,1,0,63,2
111412,0,1,0,0,1,0,1,0,68,2
111413,0,0,0,1,1,0,1,0,64,2
111414,0,0,1,0,1,0,1,0,59,2
111424,0,1,1,0,1,0,0,1,74,2
111431,0,1,1,0,1,0,1,0,63,2
111436,0,1,0,1,0,0,0,1,76,2
111441,0,1,0,1,1,0,0,1,70,2
111443,0,1,0,1,1,0,0,1,44,2
111448,0,1,1,0,1,0,1,0,57,1
111451,0,0,0,1,1,0,0,0,63,2
111453,0,1,1,0,1,0,0,1,70,2
111456,0,0,0,0,0,0,0,0,72,2
111457,0,0,1,0,1,0,0,0,72,2
111461,-99,-99,0,0,1,0,1,0,62,2
111462,0,0,1,0,0,0,1,0,63,2
111468,0,1,0,0,1,0,0,1,61,1
111476,0,0,0,0,1,0,1,0,67,1
111484,0,1,0,0,1,0,1,0,59,1
111489,0,0,1,0,1,0,-99,-99,60,2
111494,1,0,1,0,1,0,0,1,73,1
111498,0,1,0,1,0,1,1,0,73,1
111500,1,0,0,0,1,0,1,0,63,2
111501,0,0,0,0,0,0,0,0,73,2
111510,0,1,0,1,0,1,1,0,58,1
111514,1,0,0,0,1,0,1,0,74,2
111521,1,0,0,0,0,0,0,0,76,1
111525,0,1,0,0,1,0,1,0,61,2
111526,0,1,0,1,0,1,1,0,68,2
111527,1,0,0,0,1,0,0,1,62,2
111528,0,0,0,0,0,0,0,0,76,1
111534,0,0,0,0,0,1,0,0,60,1
111543,1,0,0,0,1,0,0,1,63,2
111544,0,0,0,0,1,0,0,0,68,1
111545,0,1,1,0,0,1,1,0,58,1
111553,1,0,1,0,0,1,1,0,57,1
111556,1,0,0,0,1,0,1,0,72,1
111561,0,1,0,0,1,0,-99,-99,69,1
111566,1,0,0,0,1,0,1,0,70,1
111567,0,1,1,0,1,0,1,0,60,2
111568,0,1,0,0,1,0,0,0,65,1
111570,0,1,0,1,0,1,0,1,70,1
111571,0,0,1,0,0,0,0,0,78,2
111574,0,0,0,0,1,0,0,1,59,1
111577,0,1,1,0,1,0,0,1,70,1
111578,0,1,0,1,1,0,0,1,58,1
111580,0,1,0,1,0,1,0,1,75,2
111584,1,0,0,0,1,0,0,1,61,1
111587,0,1,0,1,0,1,0,1,61,1
111594,0,0,0,1,0,0,-99,-99,60,2
111615,1,0,1,0,0,1,0,1,78,1
111622,0,0,0,0,0,1,1,0,72,1
111627,0,0,0,0,1,0,-99,-99,62,2
111630,1,0,0,0,1,0,0,0,75,1
111638,1,0,0,0,1,0,0,0,62,2
111641,0,1,0,1,1,0,0,1,72,1
111644,0,1,0,1,0,1,0,1,60,2
111647,0,0,0,0,1,0,1,0,61,2
111655,0,1,1,0,0,0,1,0,73,2
111657,1,0,0,0,0,0,1,0,61,2
111663,1,0,1,0,1,0,-99,-99,74,1
111664,0,1,0,0,1,0,0,1,61,1
111669,1,0,0,0,0,0,1,0,59,1
111672,0,0,0,0,0,0,1,0,75,1
111673,0,0,0,0,0,0,0,0,59,2
111676,0,1,0,0,1,0,0,0,73,2
111682,0,0,0,0,0,0,0,0,62,2
111684,0,1,0,1,1,0,0,1,83,2
111685,0,0,0,0,0,0,0,0,68,2
111691,1,0,0,0,1,0,1,0,81,2
111696,0,0,1,0,1,0,1,0,59,1
111700,0,0,0,0,0,0,1,0,70,2
111703,1,0,0,0,1,0,0,1,66,1
111706,1,0,1,0,1,0,1,0,64,2
111707,0,0,0,0,1,0,0,0,58,1
111710,0,0,1,0,1,0,0,0,65,1
111716,1,0,0,1,1,0,0,0,87,2
111720,0,0,0,0,0,0,0,0,62,1
111722,1,0,0,0,0,0,0,0,68,1
111724,0,1,1,0,1,0,0,1,55,2
111725,1,0,0,1,1,0,1,0,68,2
111730,0,0,1,0,0,1,0,0,62,1
111732,0,1,0,1,0,1,0,1,60,1
111738,1,0,0,0,1,0,0,0,46,2
111742,0,1,0,1,0,1,0,1,58,1
111751,1,0,0,0,1,0,0,0,68,2
111752,0,0,0,0,0,0,1,0,52,2
111760,1,0,0,0,0,1,1,0,61,1
111762,0,0,1,0,1,0,1,0,63,2
111766,1,0,0,1,0,1,1,0,60,2
111768,1,0,1,0,1,0,0,1,54,2
111771,0,1,0,1,0,1,0,0,77,2
111776,0,0,0,0,0,0,0,0,67,2
111779,0,0,-99,-99,0,0,1,0,67,2
111780,1,0,0,0,0,0,0,0,73,1
111783,0,1,0,1,1,0,0,1,57,2
111784,0,1,1,0,1,0,0,1,73,2
111790,0,1,0,1,1,0,0,1,67,2
111791,1,0,1,0,1,0,0,1,61,2
111792,1,0,0,0,0,0,1,0,71,2
111795,0,0,1,0,1,0,0,0,60,2
111804,0,1,0,1,0,1,0,1,68,2
111806,1,0,0,0,0,0,1,0,63,2
111815,0,0,0,0,1,0,0,1,66,1
111826,0,1,0,0,0,0,0,0,63,2
111827,0,1,0,1,1,0,0,1,76,2
111831,0,1,1,0,1,0,0,1,74,1
111832,0,0,1,0,1,0,0,0,65,2
111833,1,0,0,1,1,0,1,0,58,1
111837,0,1,0,1,1,0,0,1,59,1
111842,0,0,0,0,0,0,1,0,65,1
111844,0,1,1,0,1,0,1,0,78,2
111850,0,1,1,0,1,0,1,0,60,2
111854,0,1,1,0,1,0,0,1,57,2
111855,0,0,1,0,0,0,1,0,59,1
111863,1,0,0,0,0,1,0,0,60,2
111875,0,1,0,0,1,0,1,0,80,2
111876,0,1,0,1,1,0,0,1,72,1
111877,0,1,1,0,1,0,0,0,72,2
111880,0,1,0,1,1,0,1,0,55,2
111882,0,1,0,0,1,0,0,1,63,2
111892,-99,-99,0,1,0,1,0,0,56,2
111895,0,0,0,0,1,0,0,0,61,1
111896,1,0,1,0,1,0,1,0,62,1
111899,0,1,1,0,1,0,0,0,59,2
111901,0,1,1,0,1,0,0,0,56,2
111903,1,0,0,0,0,0,1,0,83,2
111910,0,1,1,0,1,0,1,0,67,1
111914,0,1,1,0,1,0,1,0,60,2
111918,0,1,0,1,1,0,0,1,74,2
111920,1,0,0,1,1,0,-99,-99,74,1
111921,-99,-99,0,0,0,0,-99,-99,45,2
111928,0,0,-99,-99,0,0,0,0,79,2
111929,1,0,-99,-99,0,0,0,1,73,2
111937,0,0,1,0,0,1,0,1,67,2
111944,0,1,0,0,1,0,1,0,67,2
111951,0,0,0,1,1,0,1,0,72,1
111952,1,0,0,0,-99,-99,1,0,65,1
111959,-99,-99,0,0,1,0,0,0,59,2
111961,1,0,0,0,0,0,0,0,58,2
111962,1,0,0,0,1,0,0,0,61,1
111965,0,1,1,0,0,1,0,1,58,2
111967,0,1,0,1,0,1,0,1,63,1
111971,0,0,0,0,1,0,1,0,62,1
111972,0,1,-99,-99,1,0,0,1,61,2
111978,0,1,1,0,1,0,1,0,56,2
111979,0,1,1,0,1,0,1,0,60,1
111981,1,0,0,0,1,0,0,1,62,2
111982,1,0,0,0,1,0,0,0,69,1
111983,0,1,0,0,0,0,0,1,58,1
111984,1,0,0,1,1,0,0,0,62,2
111985,0,0,0,0,0,0,0,0,60,2
111987,1,0,1,0,0,0,0,0,81,2
111991,0,0,0,0,1,0,1,0,62,1
111993,0,1,0,1,1,0,1,0,79,2
111995,1,0,0,0,1,0,1,0,57,1
111996,0,1,0,0,0,0,1,0,70,2
111998,1,0,0,0,1,0,1,0,59,1
111999,0,1,1,0,0,1,0,1,62,2
112002,0,1,0,1,0,1,0,1,65,1
112006,0,1,1,0,0,1,0,1,60,2
112008,0,1,0,0,1,0,0,0,64,2
112015,0,1,0,1,0,1,1,0,58,2
112021,0,0,0,0,0,0,-99,-99,57,2
112024,0,1,1,0,1,0,0,1,67,1
112030,0,1,1,0,1,0,0,1,57,2
112038,0,0,0,0,1,0,0,0,66,1
112042,0,1,1,0,1,0,0,1,75,2
112043,0,0,0,1,1,0,0,0,82,2
112046,0,0,0,0,0,0,1,0,80,1
112048,1,0,0,0,0,0,0,0,71,1
112054,1,0,1,0,1,0,-99,-99,61,2
112057,0,1,1,0,0,1,1,0,64,2
112058,1,0,0,1,0,1,1,0,56,2
112060,0,0,1,0,0,1,0,1,61,1
112067,1,0,0,1,0,1,1,0,56,2
112083,0,0,0,0,1,0,1,0,57,1
112086,0,1,1,0,1,0,1,0,61,2
112087,0,1,1,0,1,0,1,0,58,2
112090,1,0,0,1,1,0,0,1,57,1
112093,0,1,0,0,0,0,1,0,67,1
112097,0,0,0,1,1,0,-99,-99,75,1
112098,1,0,1,0,1,0,1,0,75,2
112101,0,0,0,0,1,0,0,0,69,2
